Functional_Area;Operating_Company;Service_Type;Ticket_Category;Ticket_Resolution;IRIS.Incident.Number;Priority;Prediction
CNC;812;CNC;SR;OK;TASK000013889848;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013889870;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013889905;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013889912;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013889925;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013889939;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013889943;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013890038;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013890047;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013890053;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013890059;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013890089;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013890098;Priority 3;NA
FIN;812;FUN;SR;OK;TASK000013890141;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013890211;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013890260;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013890280;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013890309;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013890449;Priority 3;NA
SEC;SYN;SEC;SR;Defect;TASK000013890493;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013890505;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013890588;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013890597;Priority 3;NA
APS;EES;APS;SR;OK;TASK000013890661;Priority 4;NA
SEC;BWI;SEC;SR;OK;TASK000013890813;Priority 4;NA
SEC;812;SEC;SR;OK;TASK000013890938;Priority 3;NA
SEC;WS;SEC;SR;OK;TASK000013890947;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013891000;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013891046;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013891063;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013891089;Priority 4;NA
SEC;SYN;SEC;SR;OK;TASK000013891139;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013891183;Priority 3;NA
L1;BWI;L1 ;SR;OK;TASK000013891184;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013891191;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013891246;Priority 3;NA
SEC;DCF;SEC;SR;OK;TASK000013891309;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013891463;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013891470;Priority 3;NA
SCH;812;SCH;SR;OK;TASK000013891519;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013891547;Priority 4;NA
FIN;812;FUN;SR;OK;TASK000013891583;Priority 4;NA
APS;ETH;APS;SR;OK;TASK000013891658;Priority 3;NA
CNC;LAT;CNC;SR;OK;TASK000013891723;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013891910;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013891911;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013891965;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013892049;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013892053;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013892096;Priority 4;NA
APS;ETH;APS;SR;OK;TASK000013892159;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013892166;Priority 4;NA
SEC;ETH;SEC;SR;OK;TASK000013892184;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013892213;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013892353;Priority 4;NA
APS;ETH;APS;SR;OK;TASK000013892393;Priority 3;NA
FUN;DCF;FUN;SR;OK;TASK000013892394;Priority 3;NA
L1;BWI;L1 ;SR;OK;TASK000013892403;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013892529;Priority 3;NA
FUN;COR;FUN;SR;OK;TASK000013892695;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013892724;Priority 3;NA
APS;EES;APS;SR;OK;TASK000013892954;Priority 3;NA
CNC;DPY;CNC;SR;OK;TASK000013893345;Priority 3;NA
SEC;DCF;SEC;SR;OK;TASK000013893456;Priority 3;NA
APS;EES;APS;SR;OK;TASK000013893472;Priority 4;NA
CNC;DCF;CNC;SR;OK;TASK000013893474;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013894068;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013894149;Priority 3;NA
L1;812;MON;SR;OK;TASK000013894333;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013894403;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013894433;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013894437;Priority 3;NA
CNC;BWI;CNC;SR;OK;TASK000013894470;Priority 3;NA
CNC;BWI;CNC;SR;OK;TASK000013894501;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013894503;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013894610;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013894619;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013894627;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013894714;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013894753;Priority 3;NA
SCH;812;SCH;SR;OK;TASK000013894761;Priority 3;NA
L1;BWI;L1 ;SR;OK;TASK000013894818;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013894823;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013894854;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013894943;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013895005;Priority 3;NA
OPS;EMS;OPS;SR;OK;TASK000013895029;Priority 3;NA
OPS;EDS;TEC;SR;OK;TASK000013895037;Priority 3;NA
SEC;SYN;SEC;SR;Defect;TASK000013895052;Priority 3;NA
DCF;DCF;FUN;SR;Defect;TASK000013895073;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013895110;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895254;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013895264;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895268;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895277;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895281;Priority 3;NA
SEC;DCF;SEC;SR;OK;TASK000013895326;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013895333;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895354;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013895360;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895374;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013895403;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895431;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013895507;Priority 3;NA
FUN;EES;FUN;SR;OK;TASK000013895605;Priority 4;NA
SEC;DCF;SEC;SR;OK;TASK000013895626;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013895661;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013895666;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895668;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013895670;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013895697;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013895701;Priority 3;NA
L1;812;MON;SR;OK;TASK000013895715;Priority 3;NA
FUN;EES;FUN;SR;OK;TASK000013895727;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013895765;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013895808;Priority 4;NA
MNT;MNT;FUN;SR;OK;TASK000013895869;Priority 4;NA
SEC;812;SEC;SR;OK;TASK000013895901;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013896035;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013896091;Priority 3;NA
SCH;812;SCH;SR;OK;TASK000013896208;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013896381;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013896535;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013896746;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013896765;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013896766;Priority 3;NA
SEC;SYN;SEC;SR;Defect;TASK000013896862;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013896896;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013896912;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013896916;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013896958;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013896961;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013896964;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013897018;Priority 3;NA
SEC;MNT;SEC;SR;OK;TASK000013897115;Priority 3;NA
FUN;ETH;FUN;SR;OK;TASK000013897125;Priority 3;NA
CNC;ETH;CNC;SR;OK;TASK000013897132;Priority 3;NA
L1;BWI;L1 ;SR;OK;TASK000013897155;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013897175;Priority 3;NA
FUN;ETH;FUN;SR;OK;TASK000013897493;Priority 3;NA
CNC;ETH;CNC;SR;OK;TASK000013897685;Priority 3;NA
APS;EES;APS;SR;OK;TASK000013897898;Priority 4;NA
DBA;812;DBA;SR;OK;TASK000013898749;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013898792;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013898808;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013898873;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013898897;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013898901;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013898981;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013899023;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013899107;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013899306;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013899415;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013899473;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013899478;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013899491;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013899523;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013899529;Priority 3;NA
FUN;812;FUN;SR;OK;TASK000013899559;Priority 4;NA
FUN;DCF;FUN;SR;OK;TASK000013899834;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013899863;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013899919;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013899931;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013900041;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013900083;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013900099;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013900130;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013900134;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013900142;Priority 3;NA
SEC;DCF;SEC;SR;OK;TASK000013900157;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013900169;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013900191;Priority 3;NA
SEC;DCF;SEC;SR;OK;TASK000013900292;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013900308;Priority 4;NA
CNC;812;CNC;SR;OK;TASK000013900326;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013900329;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013900363;Priority 3;NA
SEC;DCF;SEC;SR;OK;TASK000013900387;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013900388;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013900513;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013900581;Priority 3;NA
SEC;SYN;SEC;SR;Defect;TASK000013900583;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013900593;Priority 3;NA
SEC;DPY;SEC;SR;OK;TASK000013900709;Priority 4;NA
SEC;BWI;SEC;SR;OK;TASK000013900750;Priority 4;NA
FUN;812;FUN;SR;OK;TASK000013900763;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013900829;Priority 3;NA
SEC;DPY;SEC;SR;Defect;TASK000013900892;Priority 3;NA
SEC;DPY;SEC;SR;OK;TASK000013900923;Priority 3;NA
L1;BWI;L1 ;SR;OK;TASK000013900939;Priority 3;NA
SEC;CAN;SEC;SR;OK;TASK000013901022;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013901038;Priority 3;NA
FUN;ETH;FUN;SR;OK;TASK000013901136;Priority 4;NA
SEC;SYN;SEC;SR;Defect;TASK000013901334;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013901422;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013901452;Priority 3;NA
SEC;MNT;SEC;SR;Defect;TASK000013901469;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013901698;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013901756;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013901816;Priority 4;NA
SEC;SYN;SEC;SR;OK;TASK000013901862;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013901869;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013901902;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013901947;Priority 3;NA
SEC;ETH;SEC;SR;Defect;TASK000013901966;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013901970;Priority 3;NA
FUN;EES;FUN;SR;OK;TASK000013901975;Priority 4;NA
SEC;BWI;SEC;SR;OK;TASK000013901981;Priority 4;NA
SEC;EES;SEC;SR;Defect;TASK000013902116;Priority 3;NA
FUN;ETH;FUN;SR;OK;TASK000013902161;Priority 4;NA
SEC;BWI;SEC;SR;OK;TASK000013902175;Priority 4;NA
CNC;812;CNC;SR;OK;TASK000013902230;Priority 3;NA
CNC;BWI;CNC;SR;OK;TASK000013902249;Priority 3;NA
L1;BWI;L1 ;SR;OK;TASK000013902250;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013902360;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013902374;Priority 3;NA
SEC;ETH;SEC;SR;OK;TASK000013902462;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013902466;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013902709;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013902715;Priority 3;NA
CNC;ETH;CNC;SR;OK;TASK000013902744;Priority 3;NA
CNC;DPY;CNC;SR;OK;TASK000013902909;Priority 3;NA
CNC;DCF;CNC;SR;OK;TASK000013903077;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013903609;Priority 3;NA
CNC;DXE;CNC;SR;OK;TASK000013903719;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013903721;Priority 3;NA
FUN;COR;FUN;SR;OK;TASK000013903727;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013903760;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013903783;Priority 3;NA
CNC;812;CNC;SR;OK;TASK000013903866;Priority 3;NA
FUN;DCF;FUN;SR;OK;TASK000013903885;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013904001;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013904021;Priority 3;NA
SEC;EMS;SEC;SR;OK;TASK000013904022;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013904024;Priority 3;NA
APS;ETH;APS;SR;OK;TASK000013904185;Priority 3;NA
FUN;WS;FUN;SR;OK;TASK000013904201;Priority 4;NA
DBA;812;DBA;SR;OK;TASK000013904253;Priority 3;NA
L1;812;MON;SR;OK;TASK000013904273;Priority 3;NA
SEC;812;SEC;SR;OK;TASK000013904434;Priority 3;NA
SEC;SYN;SEC;SR;Defect;TASK000013904696;Priority 3;NA
SEC;BWI;SEC;SR;OK;TASK000013904774;Priority 4;NA
SEC;SYN;SEC;SR;OK;TASK000013904783;Priority 3;NA
SEC;DXE;SEC;SR;OK;TASK000013904790;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013904864;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013904895;Priority 3;NA
SEC;SYN;SEC;SR;OK;TASK000013904961;Priority 3;NA
DBA;812;DBA;SR;OK;TASK000013905056;Priority 3;NA
